2019-09-17 16:18:14.174903: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-09-17 16:18:14.438357: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:0e:00.0
totalMemory: 11.17GiB freeMemory: 11.10GiB
2019-09-17 16:18:14.438409: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:0e:00.0, compute capability: 3.7)
User_count: 409000 Item_count: 46426 Cate_count: 6
len_cate_list:  46426
test_set_0_5:  [(117682, [35427, 2506, 19335, 18467, 19310, 17458], (18532, 1137)), (9751, [19419, 29828, 10976, 10412, 10380, 40538, 39435, 39437, 37415, 36742, 11506], (45105, 38769)), (326074, [14887, 39036], (39185, 7303)), (94909, [19221], (45874, 24548)), (328570, [28529], (29224, 22711))]
****user_emb_w--shape**** <bound method TensorShape.as_list of TensorShape([Dimension(409000), Dimension(128)])>
****user_emb_w--shape**** (409000, 128)
****ic--shape***** <bound method TensorShape.as_list of TensorShape([Dimension(None)])>
****ic--shape***** (?,)
****i_emb--shape**** <bound method TensorShape.as_list of TensorShape([Dimension(None), Dimension(128)])>
****i_emb--shape**** (?, 128)
****ib--shape***** (?,)
****jc--shape**** (?,)
***j_emb--shape**** (?, 128)
****j_b--shape**** (?,)
****hc--shape**** (?, ?)
****h_emb--shape**** (?, ?, 128)
****hist_i--shape**** (?, 1, 128)
****u_emb_i--shape**** (?, 128)
[None, 128]
[None, 128]
[None, 128]
[None, 128]
[None, 100, 128]
[None, 2]
test_gauc: 0.5079	 test_auc: 0.5061
Epoch 0 Global_step 1000	Train_loss: 0.6963	Eval_GAUC: 0.8013	Eval_AUC: 0.8007
Epoch 1 Global_step 27000	Train_loss: 0.6310	Eval_GAUC: 0.8200	Eval_AUC: 0.8197
Epoch 1 Global_step 28000	Train_loss: 0.6292	Eval_GAUC: 0.8196	Eval_AUC: 0.8194
Epoch 1 Global_step 29000	Train_loss: 0.6283	Eval_GAUC: 0.8199	Eval_AUC: 0.8195
Epoch 1 Global_step 30000	Train_loss: 0.6271	Eval_GAUC: 0.8191	Eval_AUC: 0.8187
Epoch 1 Global_step 31000	Train_loss: 0.6251	Eval_GAUC: 0.8193	Eval_AUC: 0.8189
Epoch 1 DONE	Cost time: 7368.56
Epoch 2 Global_step 32000	Train_loss: 0.1535	Eval_GAUC: 0.8193	Eval_AUC: 0.8190
Epoch 2 Global_step 33000	Train_loss: 0.6217	Eval_GAUC: 0.8193	Eval_AUC: 0.8189
Epoch 2 Global_step 34000	Train_loss: 0.6205	Eval_GAUC: 0.8185	Eval_AUC: 0.8181
Epoch 2 Global_step 35000	Train_loss: 0.6193	Eval_GAUC: 0.8183	Eval_AUC: 0.8179
Epoch 2 Global_step 36000	Train_loss: 0.6189	Eval_GAUC: 0.8189	Eval_AUC: 0.8186
Epoch 2 Global_step 37000	Train_loss: 0.6184	Eval_GAUC: 0.8185	Eval_AUC: 0.8183
Epoch 2 Global_step 38000	Train_loss: 0.6167	Eval_GAUC: 0.8185	Eval_AUC: 0.8181
Epoch 2 Global_step 39000	Train_loss: 0.6154	Eval_GAUC: 0.8193	Eval_AUC: 0.8188
Epoch 2 Global_step 40000	Train_loss: 0.6134	Eval_GAUC: 0.8185	Eval_AUC: 0.8179
Epoch 2 Global_step 41000	Train_loss: 0.6128	Eval_GAUC: 0.8183	Eval_AUC: 0.8178
Epoch 2 Global_step 42000	Train_loss: 0.6128	Eval_GAUC: 0.8189	Eval_AUC: 0.8185
Epoch 2 Global_step 43000	Train_loss: 0.6104	Eval_GAUC: 0.8185	Eval_AUC: 0.8181
Epoch 2 Global_step 44000	Train_loss: 0.6099	Eval_GAUC: 0.8182	Eval_AUC: 0.8176
Epoch 2 Global_step 45000	Train_loss: 0.6091	Eval_GAUC: 0.8182	Eval_AUC: 0.8177
Epoch 2 Global_step 46000	Train_loss: 0.6080	Eval_GAUC: 0.8182	Eval_AUC: 0.8178
Epoch 2 Global_step 47000	Train_loss: 0.6064	Eval_GAUC: 0.8180	Eval_AUC: 0.8179
Epoch 2 DONE	Cost time: 11047.72
Epoch 3 Global_step 48000	Train_loss: 0.2230	Eval_GAUC: 0.8179	Eval_AUC: 0.8176
Epoch 3 Global_step 49000	Train_loss: 0.6030	Eval_GAUC: 0.8182	Eval_AUC: 0.8178
Epoch 3 Global_step 50000	Train_loss: 0.6036	Eval_GAUC: 0.8174	Eval_AUC: 0.8170
Epoch 3 Global_step 51000	Train_loss: 0.6020	Eval_GAUC: 0.8183	Eval_AUC: 0.8180
Epoch 3 Global_step 52000	Train_loss: 0.6029	Eval_GAUC: 0.8173	Eval_AUC: 0.8170
Epoch 3 Global_step 53000	Train_loss: 0.6013	Eval_GAUC: 0.8181	Eval_AUC: 0.8177
Epoch 3 Global_step 54000	Train_loss: 0.5998	Eval_GAUC: 0.8174	Eval_AUC: 0.8170
Epoch 3 Global_step 55000	Train_loss: 0.5997	Eval_GAUC: 0.8175	Eval_AUC: 0.8169
Epoch 3 Global_step 56000	Train_loss: 0.5976	Eval_GAUC: 0.8173	Eval_AUC: 0.8171
Epoch 3 Global_step 57000	Train_loss: 0.5979	Eval_GAUC: 0.8172	Eval_AUC: 0.8171
Epoch 3 Global_step 58000	Train_loss: 0.5964	Eval_GAUC: 0.8171	Eval_AUC: 0.8169
Epoch 3 Global_step 59000	Train_loss: 0.5962	Eval_GAUC: 0.8176	Eval_AUC: 0.8172
Epoch 3 Global_step 60000	Train_loss: 0.5956	Eval_GAUC: 0.8175	Eval_AUC: 0.8171
Epoch 3 Global_step 61000	Train_loss: 0.5944	Eval_GAUC: 0.8173	Eval_AUC: 0.8170
Epoch 3 Global_step 62000	Train_loss: 0.5944	Eval_GAUC: 0.8171	Eval_AUC: 0.8169
Epoch 3 Global_step 63000	Train_loss: 0.5923	Eval_GAUC: 0.8172	Eval_AUC: 0.8172
Epoch 3 DONE	Cost time: 14748.12
Epoch 4 Global_step 64000	Train_loss: 0.2909	Eval_GAUC: 0.8173	Eval_AUC: 0.8169
Epoch 4 Global_step 65000	Train_loss: 0.5900	Eval_GAUC: 0.8177	Eval_AUC: 0.8172
Epoch 4 Global_step 66000	Train_loss: 0.5903	Eval_GAUC: 0.8176	Eval_AUC: 0.8171
Epoch 4 Global_step 67000	Train_loss: 0.5898	Eval_GAUC: 0.8174	Eval_AUC: 0.8169
Epoch 4 Global_step 68000	Train_loss: 0.5889	Eval_GAUC: 0.8178	Eval_AUC: 0.8172
Epoch 4 Global_step 69000	Train_loss: 0.5881	Eval_GAUC: 0.8174	Eval_AUC: 0.8169
Epoch 4 Global_step 70000	Train_loss: 0.5871	Eval_GAUC: 0.8175	Eval_AUC: 0.8169
Epoch 4 Global_step 71000	Train_loss: 0.5877	Eval_GAUC: 0.8173	Eval_AUC: 0.8168
Epoch 4 Global_step 72000	Train_loss: 0.5860	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 4 Global_step 73000	Train_loss: 0.5855	Eval_GAUC: 0.8173	Eval_AUC: 0.8167
Epoch 4 Global_step 74000	Train_loss: 0.5840	Eval_GAUC: 0.8172	Eval_AUC: 0.8167
Epoch 4 Global_step 75000	Train_loss: 0.5837	Eval_GAUC: 0.8172	Eval_AUC: 0.8168
Epoch 4 Global_step 76000	Train_loss: 0.5826	Eval_GAUC: 0.8171	Eval_AUC: 0.8166
Epoch 4 Global_step 77000	Train_loss: 0.5839	Eval_GAUC: 0.8171	Eval_AUC: 0.8167
Epoch 4 Global_step 78000	Train_loss: 0.5831	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 4 Global_step 79000	Train_loss: 0.5831	Eval_GAUC: 0.8171	Eval_AUC: 0.8169
Epoch 4 DONE	Cost time: 18452.76
Epoch 5 Global_step 80000	Train_loss: 0.3568	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 5 Global_step 81000	Train_loss: 0.5802	Eval_GAUC: 0.8168	Eval_AUC: 0.8168
Epoch 5 Global_step 82000	Train_loss: 0.5793	Eval_GAUC: 0.8169	Eval_AUC: 0.8168
Epoch 5 Global_step 83000	Train_loss: 0.5784	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 5 Global_step 84000	Train_loss: 0.5784	Eval_GAUC: 0.8170	Eval_AUC: 0.8167
Epoch 5 Global_step 85000	Train_loss: 0.5781	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 5 Global_step 86000	Train_loss: 0.5772	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 5 Global_step 87000	Train_loss: 0.5768	Eval_GAUC: 0.8169	Eval_AUC: 0.8167
Epoch 5 Global_step 88000	Train_loss: 0.5759	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 5 Global_step 89000	Train_loss: 0.5766	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 5 Global_step 90000	Train_loss: 0.5751	Eval_GAUC: 0.8169	Eval_AUC: 0.8167
Epoch 5 Global_step 91000	Train_loss: 0.5744	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 5 Global_step 92000	Train_loss: 0.5737	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 5 Global_step 93000	Train_loss: 0.5741	Eval_GAUC: 0.8169	Eval_AUC: 0.8168
Epoch 5 Global_step 94000	Train_loss: 0.5735	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 5 Global_step 95000	Train_loss: 0.5725	Eval_GAUC: 0.8167	Eval_AUC: 0.8166
Epoch 5 DONE	Cost time: 22158.46
Epoch 6 Global_step 96000	Train_loss: 0.4219	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 6 Global_step 97000	Train_loss: 0.5716	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 6 Global_step 98000	Train_loss: 0.5701	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 6 Global_step 99000	Train_loss: 0.5698	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 6 Global_step 100000	Train_loss: 0.5697	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 6 Global_step 101000	Train_loss: 0.5698	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 6 Global_step 102000	Train_loss: 0.5677	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 6 Global_step 103000	Train_loss: 0.5677	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 6 Global_step 104000	Train_loss: 0.5674	Eval_GAUC: 0.8166	Eval_AUC: 0.8164
Epoch 6 Global_step 105000	Train_loss: 0.5683	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 6 Global_step 106000	Train_loss: 0.5670	Eval_GAUC: 0.8167	Eval_AUC: 0.8163
Epoch 6 Global_step 107000	Train_loss: 0.5664	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 6 Global_step 108000	Train_loss: 0.5662	Eval_GAUC: 0.8170	Eval_AUC: 0.8167
Epoch 6 Global_step 109000	Train_loss: 0.5660	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 6 Global_step 110000	Train_loss: 0.5657	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 6 Global_step 111000	Train_loss: 0.5659	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 6 DONE	Cost time: 25871.49
Epoch 7 Global_step 112000	Train_loss: 0.4851	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 7 Global_step 113000	Train_loss: 0.5642	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 7 Global_step 114000	Train_loss: 0.5629	Eval_GAUC: 0.8167	Eval_AUC: 0.8164
Epoch 7 Global_step 115000	Train_loss: 0.5625	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 7 Global_step 116000	Train_loss: 0.5630	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 7 Global_step 117000	Train_loss: 0.5631	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 7 Global_step 118000	Train_loss: 0.5617	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 7 Global_step 119000	Train_loss: 0.5615	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 7 Global_step 120000	Train_loss: 0.5606	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 7 Global_step 121000	Train_loss: 0.5620	Eval_GAUC: 0.8168	Eval_AUC: 0.8164
Epoch 7 Global_step 122000	Train_loss: 0.5597	Eval_GAUC: 0.8168	Eval_AUC: 0.8164
Epoch 7 Global_step 123000	Train_loss: 0.5591	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 7 Global_step 124000	Train_loss: 0.5599	Eval_GAUC: 0.8170	Eval_AUC: 0.8166
Epoch 7 Global_step 125000	Train_loss: 0.5588	Eval_GAUC: 0.8170	Eval_AUC: 0.8166
Epoch 7 Global_step 126000	Train_loss: 0.5576	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 7 Global_step 127000	Train_loss: 0.5583	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 7 DONE	Cost time: 29567.40
Epoch 8 Global_step 128000	Train_loss: 0.5483	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 8 Global_step 129000	Train_loss: 0.5571	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 8 Global_step 130000	Train_loss: 0.5571	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 8 Global_step 131000	Train_loss: 0.5568	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 8 Global_step 132000	Train_loss: 0.5570	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 8 Global_step 133000	Train_loss: 0.5548	Eval_GAUC: 0.8167	Eval_AUC: 0.8164
Epoch 8 Global_step 134000	Train_loss: 0.5550	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 8 Global_step 135000	Train_loss: 0.5560	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 8 Global_step 136000	Train_loss: 0.5540	Eval_GAUC: 0.8166	Eval_AUC: 0.8164
Epoch 8 Global_step 137000	Train_loss: 0.5545	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 8 Global_step 138000	Train_loss: 0.5558	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 8 Global_step 139000	Train_loss: 0.5534	Eval_GAUC: 0.8169	Eval_AUC: 0.8165
Epoch 8 Global_step 140000	Train_loss: 0.5535	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 8 Global_step 141000	Train_loss: 0.5531	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 8 Global_step 142000	Train_loss: 0.5536	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 8 DONE	Cost time: 33240.56
Epoch 9 Global_step 143000	Train_loss: 0.0593	Eval_GAUC: 0.8166	Eval_AUC: 0.8164
Epoch 9 Global_step 144000	Train_loss: 0.5516	Eval_GAUC: 0.8169	Eval_AUC: 0.8167
Epoch 9 Global_step 145000	Train_loss: 0.5526	Eval_GAUC: 0.8167	Eval_AUC: 0.8166
Epoch 9 Global_step 146000	Train_loss: 0.5514	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 9 Global_step 147000	Train_loss: 0.5498	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 9 Global_step 148000	Train_loss: 0.5517	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 9 Global_step 149000	Train_loss: 0.5520	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 9 Global_step 150000	Train_loss: 0.5509	Eval_GAUC: 0.8168	Eval_AUC: 0.8165
Epoch 9 Global_step 151000	Train_loss: 0.5494	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 9 Global_step 152000	Train_loss: 0.5500	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 9 Global_step 153000	Train_loss: 0.5490	Eval_GAUC: 0.8166	Eval_AUC: 0.8166
Epoch 9 Global_step 154000	Train_loss: 0.5491	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 9 Global_step 155000	Train_loss: 0.5479	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 9 Global_step 156000	Train_loss: 0.5484	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 9 Global_step 157000	Train_loss: 0.5475	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 9 Global_step 158000	Train_loss: 0.5490	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 9 DONE	Cost time: 36941.35
Epoch 10 Global_step 159000	Train_loss: 0.1259	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 10 Global_step 160000	Train_loss: 0.5465	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 10 Global_step 161000	Train_loss: 0.5455	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 10 Global_step 162000	Train_loss: 0.5460	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 10 Global_step 163000	Train_loss: 0.5462	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 10 Global_step 164000	Train_loss: 0.5461	Eval_GAUC: 0.8167	Eval_AUC: 0.8165
Epoch 10 Global_step 165000	Train_loss: 0.5457	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 10 Global_step 166000	Train_loss: 0.5450	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 10 Global_step 167000	Train_loss: 0.5464	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 10 Global_step 168000	Train_loss: 0.5453	Eval_GAUC: 0.8169	Eval_AUC: 0.8167
Epoch 10 Global_step 169000	Train_loss: 0.5461	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 10 Global_step 170000	Train_loss: 0.5450	Eval_GAUC: 0.8169	Eval_AUC: 0.8166
Epoch 10 Global_step 171000	Train_loss: 0.5439	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 10 Global_step 172000	Train_loss: 0.5445	Eval_GAUC: 0.8169	Eval_AUC: 0.8167
Epoch 10 Global_step 173000	Train_loss: 0.5447	Eval_GAUC: 0.8167	Eval_AUC: 0.8166
Epoch 10 Global_step 174000	Train_loss: 0.5453	Eval_GAUC: 0.8170	Eval_AUC: 0.8167
Epoch 10 DONE	Cost time: 40624.96
Epoch 11 Global_step 175000	Train_loss: 0.1918	Eval_GAUC: 0.8168	Eval_AUC: 0.8166
Epoch 11 Global_step 176000	Train_loss: 0.5444	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 Global_step 177000	Train_loss: 0.5424	Eval_GAUC: 0.8168	Eval_AUC: 0.8168
Epoch 11 Global_step 178000	Train_loss: 0.5440	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 Global_step 179000	Train_loss: 0.5422	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 Global_step 180000	Train_loss: 0.5399	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 Global_step 181000	Train_loss: 0.5401	Eval_GAUC: 0.8167	Eval_AUC: 0.8167
Epoch 11 Global_step 182000	Train_loss: 0.5427	Eval_GAUC: 0.8169	Eval_AUC: 0.8168
Epoch 11 Global_step 183000	Train_loss: 0.5404	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 Global_step 184000	Train_loss: 0.5406	Eval_GAUC: 0.8168	Eval_AUC: 0.8168
Epoch 11 Global_step 185000	Train_loss: 0.5424	Eval_GAUC: 0.8169	Eval_AUC: 0.8168
Epoch 11 Global_step 186000	Train_loss: 0.5424	Eval_GAUC: 0.8169	Eval_AUC: 0.8168
Epoch 11 Global_step 187000	Train_loss: 0.5419	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 Global_step 188000	Train_loss: 0.5394	Eval_GAUC: 0.8169	Eval_AUC: 0.8168
Epoch 11 Global_step 189000	Train_loss: 0.5399	Eval_GAUC: 0.8168	Eval_AUC: 0.8168
Epoch 11 Global_step 190000	Train_loss: 0.5394	Eval_GAUC: 0.8168	Eval_AUC: 0.8167
Epoch 11 DONE	Cost time: 44321.87
Epoch 12 Global_step 191000	Train_loss: 0.2568	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 12 Global_step 192000	Train_loss: 0.5407	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 12 Global_step 193000	Train_loss: 0.5385	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 12 Global_step 194000	Train_loss: 0.5399	Eval_GAUC: 0.8170	Eval_AUC: 0.8169
Epoch 12 Global_step 195000	Train_loss: 0.5381	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 12 Global_step 196000	Train_loss: 0.5391	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 12 Global_step 197000	Train_loss: 0.5384	Eval_GAUC: 0.8170	Eval_AUC: 0.8169
Epoch 12 Global_step 198000	Train_loss: 0.5385	Eval_GAUC: 0.8170	Eval_AUC: 0.8169
Epoch 12 Global_step 199000	Train_loss: 0.5385	Eval_GAUC: 0.8170	Eval_AUC: 0.8169
Epoch 12 Global_step 200000	Train_loss: 0.5372	Eval_GAUC: 0.8169	Eval_AUC: 0.8169
Epoch 12 Global_step 201000	Train_loss: 0.5372	Eval_GAUC: 0.8169	Eval_AUC: 0.8169
Epoch 12 Global_step 202000	Train_loss: 0.5367	Eval_GAUC: 0.8171	Eval_AUC: 0.8169
Epoch 12 Global_step 203000	Train_loss: 0.5380	Eval_GAUC: 0.8171	Eval_AUC: 0.8170
Epoch 12 Global_step 204000	Train_loss: 0.5362	Eval_GAUC: 0.8171	Eval_AUC: 0.8170
Epoch 12 Global_step 205000	Train_loss: 0.5367	Eval_GAUC: 0.8171	Eval_AUC: 0.8169
Epoch 12 Global_step 206000	Train_loss: 0.5360	Eval_GAUC: 0.8170	Eval_AUC: 0.8168
Epoch 12 DONE	Cost time: 48017.79
Epoch 13 Global_step 207000	Train_loss: 0.3216	Eval_GAUC: 0.8172	Eval_AUC: 0.8170
Epoch 13 Global_step 208000	Train_loss: 0.5365	Eval_GAUC: 0.8172	Eval_AUC: 0.8170
Epoch 13 Global_step 209000	Train_loss: 0.5373	Eval_GAUC: 0.8170	Eval_AUC: 0.8169
Epoch 13 Global_step 210000	Train_loss: 0.5351	Eval_GAUC: 0.8173	Eval_AUC: 0.8170
