2019-09-16 14:44:27.692280: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-09-16 14:44:27.982623: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:0e:00.0
totalMemory: 11.17GiB freeMemory: 10.73GiB
2019-09-16 14:44:28.266135: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 1 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:83:00.0
totalMemory: 11.17GiB freeMemory: 10.74GiB
2019-09-16 14:44:28.527757: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 2 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:84:00.0
totalMemory: 11.17GiB freeMemory: 10.73GiB
2019-09-16 14:44:28.528005: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Device peer to peer matrix
2019-09-16 14:44:28.528066: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1051] DMA: 0 1 2 
2019-09-16 14:44:28.528079: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 0:   Y N N 
2019-09-16 14:44:28.528087: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 1:   N Y Y 
2019-09-16 14:44:28.528093: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 2:   N Y Y 
2019-09-16 14:44:28.528118: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:0e:00.0, compute capability: 3.7)
2019-09-16 14:44:28.528129: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla K80, pci bus id: 0000:83:00.0, compute capability: 3.7)
2019-09-16 14:44:28.528138: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:2) -> (device: 2, name: Tesla K80, pci bus id: 0000:84:00.0, compute capability: 3.7)
User_count: 409000 Item_count: 46426 Cate_count: 6
len_cate_list:  46426
test_set_0_5:  [(117682, [35427, 2506, 19335, 18467, 19310, 17458], (18532, 1137)), (9751, [19419, 29828, 10976, 10412, 10380, 40538, 39435, 39437, 37415, 36742, 11506], (45105, 38769)), (326074, [14887, 39036], (39185, 7303)), (94909, [19221], (45874, 24548)), (328570, [28529], (29224, 22711))]
****user_emb_w--shape**** <bound method TensorShape.as_list of TensorShape([Dimension(409000), Dimension(128)])>
****user_emb_w--shape**** (409000, 128)
****ic--shape***** <bound method TensorShape.as_list of TensorShape([Dimension(None)])>
****ic--shape***** (?,)
****i_emb--shape**** <bound method TensorShape.as_list of TensorShape([Dimension(None), Dimension(128)])>
****i_emb--shape**** (?, 128)
****ib--shape***** (?,)
****jc--shape**** (?,)
***j_emb--shape**** (?, 128)
****j_b--shape**** (?,)
****hc--shape**** (?, ?)
****h_emb--shape**** (?, ?, 128)
****hist_i--shape**** (?, 1, 128)
****u_emb_i--shape**** (?, 128)
[None, 128]
[None, 128]
[None, 128]
[None, 128]
[None, 100, 128]
[None, 2]
test_gauc: 0.5079	 test_auc: 0.5061
Epoch 0 Global_step 1000	Train_loss: 0.6939	Eval_GAUC: 0.8048	Eval_AUC: 0.8052
Epoch 3 Global_step 61000	Train_loss: 0.5610	Eval_GAUC: 0.8143	Eval_AUC: 0.8140
Epoch 3 Global_step 62000	Train_loss: 0.5616	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 3 Global_step 63000	Train_loss: 0.5592	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 3 DONE	Cost time: 22206.99
Epoch 4 Global_step 64000	Train_loss: 0.2744	Eval_GAUC: 0.8143	Eval_AUC: 0.8140
Epoch 4 Global_step 65000	Train_loss: 0.5561	Eval_GAUC: 0.8144	Eval_AUC: 0.8140
Epoch 4 Global_step 66000	Train_loss: 0.5566	Eval_GAUC: 0.8144	Eval_AUC: 0.8140
Epoch 4 Global_step 67000	Train_loss: 0.5564	Eval_GAUC: 0.8144	Eval_AUC: 0.8139
Epoch 4 Global_step 68000	Train_loss: 0.5556	Eval_GAUC: 0.8145	Eval_AUC: 0.8140
Epoch 4 Global_step 69000	Train_loss: 0.5544	Eval_GAUC: 0.8144	Eval_AUC: 0.8139
Epoch 4 Global_step 70000	Train_loss: 0.5535	Eval_GAUC: 0.8145	Eval_AUC: 0.8140
Epoch 4 Global_step 71000	Train_loss: 0.5548	Eval_GAUC: 0.8143	Eval_AUC: 0.8140
Epoch 4 Global_step 72000	Train_loss: 0.5529	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 73000	Train_loss: 0.5526	Eval_GAUC: 0.8144	Eval_AUC: 0.8139
Epoch 4 Global_step 74000	Train_loss: 0.5508	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 75000	Train_loss: 0.5504	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 76000	Train_loss: 0.5495	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 77000	Train_loss: 0.5512	Eval_GAUC: 0.8143	Eval_AUC: 0.8140
Epoch 4 Global_step 78000	Train_loss: 0.5506	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 4 Global_step 79000	Train_loss: 0.5507	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 4 DONE	Cost time: 25961.69
Epoch 5 Global_step 80000	Train_loss: 0.3364	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 81000	Train_loss: 0.5471	Eval_GAUC: 0.8144	Eval_AUC: 0.8140
Epoch 5 Global_step 82000	Train_loss: 0.5464	Eval_GAUC: 0.8145	Eval_AUC: 0.8140
Epoch 5 Global_step 83000	Train_loss: 0.5452	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 84000	Train_loss: 0.5455	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 5 Global_step 85000	Train_loss: 0.5454	Eval_GAUC: 0.8144	Eval_AUC: 0.8140
Epoch 5 Global_step 86000	Train_loss: 0.5447	Eval_GAUC: 0.8145	Eval_AUC: 0.8141
Epoch 5 Global_step 87000	Train_loss: 0.5443	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 5 Global_step 88000	Train_loss: 0.5433	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 89000	Train_loss: 0.5448	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 90000	Train_loss: 0.5432	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 91000	Train_loss: 0.5424	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 92000	Train_loss: 0.5416	Eval_GAUC: 0.8145	Eval_AUC: 0.8141
Epoch 5 Global_step 93000	Train_loss: 0.5422	Eval_GAUC: 0.8145	Eval_AUC: 0.8141
Epoch 5 Global_step 94000	Train_loss: 0.5420	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 5 Global_step 95000	Train_loss: 0.5407	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 DONE	Cost time: 29707.33
Epoch 6 Global_step 96000	Train_loss: 0.3982	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 97000	Train_loss: 0.5398	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 98000	Train_loss: 0.5385	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 99000	Train_loss: 0.5378	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 100000	Train_loss: 0.5379	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 101000	Train_loss: 0.5382	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 102000	Train_loss: 0.5359	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 6 Global_step 103000	Train_loss: 0.5361	Eval_GAUC: 0.8145	Eval_AUC: 0.8141
Epoch 6 Global_step 104000	Train_loss: 0.5361	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 6 Global_step 105000	Train_loss: 0.5374	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 106000	Train_loss: 0.5361	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 6 Global_step 107000	Train_loss: 0.5355	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 108000	Train_loss: 0.5356	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 6 Global_step 109000	Train_loss: 0.5357	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 6 Global_step 110000	Train_loss: 0.5351	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 6 Global_step 111000	Train_loss: 0.5358	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 6 DONE	Cost time: 33440.64
Epoch 7 Global_step 112000	Train_loss: 0.4582	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 7 Global_step 113000	Train_loss: 0.5337	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 7 Global_step 114000	Train_loss: 0.5320	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 7 Global_step 115000	Train_loss: 0.5316	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 7 Global_step 116000	Train_loss: 0.5328	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 7 Global_step 117000	Train_loss: 0.5332	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 7 Global_step 118000	Train_loss: 0.5318	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 7 Global_step 119000	Train_loss: 0.5313	Eval_GAUC: 0.8146	Eval_AUC: 0.8142
Epoch 7 Global_step 120000	Train_loss: 0.5309	Eval_GAUC: 0.8146	Eval_AUC: 0.8142
Epoch 7 Global_step 121000	Train_loss: 0.5326	Eval_GAUC: 0.8146	Eval_AUC: 0.8142
Epoch 7 Global_step 122000	Train_loss: 0.5299	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 7 Global_step 123000	Train_loss: 0.5297	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 7 Global_step 124000	Train_loss: 0.5307	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 7 Global_step 125000	Train_loss: 0.5297	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 7 Global_step 126000	Train_loss: 0.5281	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 7 Global_step 127000	Train_loss: 0.5291	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 7 DONE	Cost time: 37162.28
Epoch 8 Global_step 128000	Train_loss: 0.5192	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 8 Global_step 129000	Train_loss: 0.5278	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 8 Global_step 130000	Train_loss: 0.5279	Eval_GAUC: 0.8144	Eval_AUC: 0.8143
Epoch 8 Global_step 131000	Train_loss: 0.5279	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 8 Global_step 132000	Train_loss: 0.5282	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 8 Global_step 133000	Train_loss: 0.5255	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 8 Global_step 134000	Train_loss: 0.5261	Eval_GAUC: 0.8145	Eval_AUC: 0.8142
Epoch 8 Global_step 135000	Train_loss: 0.5276	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 8 Global_step 136000	Train_loss: 0.5250	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 8 Global_step 137000	Train_loss: 0.5262	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 8 Global_step 138000	Train_loss: 0.5280	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 8 Global_step 139000	Train_loss: 0.5252	Eval_GAUC: 0.8144	Eval_AUC: 0.8143
Epoch 8 Global_step 140000	Train_loss: 0.5256	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 8 Global_step 141000	Train_loss: 0.5252	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 8 Global_step 142000	Train_loss: 0.5259	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 8 DONE	Cost time: 40854.22
Epoch 9 Global_step 143000	Train_loss: 0.0563	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 144000	Train_loss: 0.5235	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 9 Global_step 145000	Train_loss: 0.5250	Eval_GAUC: 0.8147	Eval_AUC: 0.8143
Epoch 9 Global_step 146000	Train_loss: 0.5234	Eval_GAUC: 0.8147	Eval_AUC: 0.8143
Epoch 9 Global_step 147000	Train_loss: 0.5216	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 148000	Train_loss: 0.5246	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 149000	Train_loss: 0.5249	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 9 Global_step 150000	Train_loss: 0.5237	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 9 Global_step 151000	Train_loss: 0.5220	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 152000	Train_loss: 0.5229	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 9 Global_step 153000	Train_loss: 0.5221	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 154000	Train_loss: 0.5224	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 9 Global_step 155000	Train_loss: 0.5207	Eval_GAUC: 0.8144	Eval_AUC: 0.8143
Epoch 9 Global_step 156000	Train_loss: 0.5219	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 157000	Train_loss: 0.5210	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 9 Global_step 158000	Train_loss: 0.5228	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 9 DONE	Cost time: 44573.40
Epoch 10 Global_step 159000	Train_loss: 0.1198	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 10 Global_step 160000	Train_loss: 0.5195	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 10 Global_step 161000	Train_loss: 0.5187	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 10 Global_step 162000	Train_loss: 0.5193	Eval_GAUC: 0.8144	Eval_AUC: 0.8143
Epoch 10 Global_step 163000	Train_loss: 0.5201	Eval_GAUC: 0.8144	Eval_AUC: 0.8143
Epoch 10 Global_step 164000	Train_loss: 0.5196	Eval_GAUC: 0.8144	Eval_AUC: 0.8143
Epoch 10 Global_step 165000	Train_loss: 0.5197	Eval_GAUC: 0.8144	Eval_AUC: 0.8144
Epoch 10 Global_step 166000	Train_loss: 0.5193	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 10 Global_step 167000	Train_loss: 0.5205	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 10 Global_step 168000	Train_loss: 0.5199	Eval_GAUC: 0.8146	Eval_AUC: 0.8143
Epoch 10 Global_step 169000	Train_loss: 0.5211	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 10 Global_step 170000	Train_loss: 0.5195	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 10 Global_step 171000	Train_loss: 0.5185	Eval_GAUC: 0.8145	Eval_AUC: 0.8143
Epoch 10 Global_step 172000	Train_loss: 0.5194	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 10 Global_step 173000	Train_loss: 0.5196	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 10 Global_step 174000	Train_loss: 0.5206	Eval_GAUC: 0.8146	Eval_AUC: 0.8145
Epoch 10 DONE	Cost time: 48280.67
Epoch 11 Global_step 175000	Train_loss: 0.1828	Eval_GAUC: 0.8146	Eval_AUC: 0.8145
Epoch 11 Global_step 176000	Train_loss: 0.5197	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 11 Global_step 177000	Train_loss: 0.5171	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 11 Global_step 178000	Train_loss: 0.5192	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 11 Global_step 179000	Train_loss: 0.5173	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 11 Global_step 180000	Train_loss: 0.5145	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
Epoch 11 Global_step 181000	Train_loss: 0.5150	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 11 Global_step 182000	Train_loss: 0.5185	Eval_GAUC: 0.8146	Eval_AUC: 0.8144
Epoch 11 Global_step 183000	Train_loss: 0.5156	Eval_GAUC: 0.8145	Eval_AUC: 0.8144
