2019-09-16 14:41:03.880322: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-09-16 14:41:04.176501: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 0 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:83:00.0
totalMemory: 11.17GiB freeMemory: 11.10GiB
2019-09-16 14:41:04.428195: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1030] Found device 1 with properties: 
name: Tesla K80 major: 3 minor: 7 memoryClockRate(GHz): 0.8235
pciBusID: 0000:0e:00.0
totalMemory: 11.17GiB freeMemory: 11.04GiB
2019-09-16 14:41:04.428298: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1045] Device peer to peer matrix
2019-09-16 14:41:04.428328: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1051] DMA: 0 1 
2019-09-16 14:41:04.428338: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 0:   Y N 
2019-09-16 14:41:04.428344: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1061] 1:   N Y 
2019-09-16 14:41:04.428362: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla K80, pci bus id: 0000:83:00.0, compute capability: 3.7)
2019-09-16 14:41:04.428372: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla K80, pci bus id: 0000:0e:00.0, compute capability: 3.7)
User_count: 409000 Item_count: 46426 Cate_count: 6
len_cate_list:  46426
test_set_0_5:  [(117682, [35427, 2506, 19335, 18467, 19310, 17458], (18532, 1137)), (9751, [19419, 29828, 10976, 10412, 10380, 40538, 39435, 39437, 37415, 36742, 11506], (45105, 38769)), (326074, [14887, 39036], (39185, 7303)), (94909, [19221], (45874, 24548)), (328570, [28529], (29224, 22711))]
****user_emb_w--shape**** <bound method TensorShape.as_list of TensorShape([Dimension(409000), Dimension(128)])>
****user_emb_w--shape**** (409000, 128)
****ic--shape***** <bound method TensorShape.as_list of TensorShape([Dimension(None)])>
****ic--shape***** (?,)
****i_emb--shape**** <bound method TensorShape.as_list of TensorShape([Dimension(None), Dimension(128)])>
****i_emb--shape**** (?, 128)
****ib--shape***** (?,)
****jc--shape**** (?,)
***j_emb--shape**** (?, 128)
****j_b--shape**** (?,)
****hc--shape**** (?, ?)
****h_emb--shape**** (?, ?, 128)
****hist_i--shape**** (?, 1, 128)
****u_emb_i--shape**** (?, 128)
[None, 128]
[None, 128]
[None, 128]
[None, 128]
[None, 100, 128]
[None, 2]
test_gauc: 0.5079	 test_auc: 0.5061
Epoch 0 Global_step 1000	Train_loss: 0.6952	Eval_GAUC: 0.8041	Eval_AUC: 0.8042
Epoch 0 Global_step 28000	Train_loss: 0.6013	Eval_GAUC: 0.8129	Eval_AUC: 0.8127
Epoch 0 Global_step 29000	Train_loss: 0.5988	Eval_GAUC: 0.8131	Eval_AUC: 0.8126
Epoch 0 Global_step 30000	Train_loss: 0.5989	Eval_GAUC: 0.8129	Eval_AUC: 0.8129
Epoch 0 Global_step 31000	Train_loss: 0.5979	Eval_GAUC: 0.8130	Eval_AUC: 0.8130
Epoch 0 DONE	Cost time: 3091.85
Epoch 1 Global_step 32000	Train_loss: 0.1465	Eval_GAUC: 0.8137	Eval_AUC: 0.8132
Epoch 1 Global_step 33000	Train_loss: 0.5910	Eval_GAUC: 0.8134	Eval_AUC: 0.8132
Epoch 1 Global_step 34000	Train_loss: 0.5906	Eval_GAUC: 0.8131	Eval_AUC: 0.8131
Epoch 1 Global_step 35000	Train_loss: 0.5882	Eval_GAUC: 0.8132	Eval_AUC: 0.8130
Epoch 1 Global_step 36000	Train_loss: 0.5882	Eval_GAUC: 0.8128	Eval_AUC: 0.8129
Epoch 1 Global_step 37000	Train_loss: 0.5859	Eval_GAUC: 0.8128	Eval_AUC: 0.8129
Epoch 1 Global_step 38000	Train_loss: 0.5837	Eval_GAUC: 0.8126	Eval_AUC: 0.8126
Epoch 1 Global_step 39000	Train_loss: 0.5809	Eval_GAUC: 0.8128	Eval_AUC: 0.8128
Epoch 1 Global_step 40000	Train_loss: 0.5827	Eval_GAUC: 0.8125	Eval_AUC: 0.8128
Epoch 1 Global_step 41000	Train_loss: 0.5825	Eval_GAUC: 0.8129	Eval_AUC: 0.8128
Epoch 1 Global_step 42000	Train_loss: 0.5810	Eval_GAUC: 0.8126	Eval_AUC: 0.8128
Epoch 1 Global_step 43000	Train_loss: 0.5774	Eval_GAUC: 0.8125	Eval_AUC: 0.8127
Epoch 1 Global_step 44000	Train_loss: 0.5785	Eval_GAUC: 0.8125	Eval_AUC: 0.8127
Epoch 1 Global_step 45000	Train_loss: 0.5763	Eval_GAUC: 0.8128	Eval_AUC: 0.8129
Epoch 1 Global_step 46000	Train_loss: 0.5732	Eval_GAUC: 0.8128	Eval_AUC: 0.8128
Epoch 1 Global_step 47000	Train_loss: 0.5753	Eval_GAUC: 0.8131	Eval_AUC: 0.8129
Epoch 1 Global_step 48000	Train_loss: 0.5755	Eval_GAUC: 0.8129	Eval_AUC: 0.8129
Epoch 1 Global_step 49000	Train_loss: 0.5737	Eval_GAUC: 0.8129	Eval_AUC: 0.8129
Epoch 1 Global_step 50000	Train_loss: 0.5726	Eval_GAUC: 0.8129	Eval_AUC: 0.8129
Epoch 1 Global_step 51000	Train_loss: 0.5717	Eval_GAUC: 0.8132	Eval_AUC: 0.8130
Epoch 1 Global_step 52000	Train_loss: 0.5703	Eval_GAUC: 0.8133	Eval_AUC: 0.8130
Epoch 1 Global_step 53000	Train_loss: 0.5699	Eval_GAUC: 0.8134	Eval_AUC: 0.8130
Epoch 1 Global_step 54000	Train_loss: 0.5684	Eval_GAUC: 0.8132	Eval_AUC: 0.8131
Epoch 1 Global_step 55000	Train_loss: 0.5668	Eval_GAUC: 0.8134	Eval_AUC: 0.8132
Epoch 1 Global_step 56000	Train_loss: 0.5668	Eval_GAUC: 0.8135	Eval_AUC: 0.8132
Epoch 1 Global_step 57000	Train_loss: 0.5652	Eval_GAUC: 0.8136	Eval_AUC: 0.8133
Epoch 1 Global_step 58000	Train_loss: 0.5667	Eval_GAUC: 0.8135	Eval_AUC: 0.8133
Epoch 1 Global_step 59000	Train_loss: 0.5652	Eval_GAUC: 0.8135	Eval_AUC: 0.8133
Epoch 1 Global_step 60000	Train_loss: 0.5634	Eval_GAUC: 0.8136	Eval_AUC: 0.8133
Epoch 1 Global_step 61000	Train_loss: 0.5632	Eval_GAUC: 0.8138	Eval_AUC: 0.8134
Epoch 1 Global_step 62000	Train_loss: 0.5615	Eval_GAUC: 0.8139	Eval_AUC: 0.8134
Epoch 1 Global_step 63000	Train_loss: 0.5598	Eval_GAUC: 0.8141	Eval_AUC: 0.8135
Epoch 1 DONE	Cost time: 6199.71
Epoch 2 Global_step 64000	Train_loss: 0.2767	Eval_GAUC: 0.8139	Eval_AUC: 0.8135
Epoch 2 Global_step 65000	Train_loss: 0.5576	Eval_GAUC: 0.8137	Eval_AUC: 0.8135
Epoch 2 Global_step 66000	Train_loss: 0.5558	Eval_GAUC: 0.8136	Eval_AUC: 0.8134
Epoch 2 Global_step 67000	Train_loss: 0.5560	Eval_GAUC: 0.8138	Eval_AUC: 0.8134
Epoch 2 Global_step 68000	Train_loss: 0.5554	Eval_GAUC: 0.8136	Eval_AUC: 0.8134
Epoch 2 Global_step 69000	Train_loss: 0.5545	Eval_GAUC: 0.8136	Eval_AUC: 0.8133
Epoch 2 Global_step 70000	Train_loss: 0.5534	Eval_GAUC: 0.8137	Eval_AUC: 0.8133
Epoch 2 Global_step 71000	Train_loss: 0.5547	Eval_GAUC: 0.8136	Eval_AUC: 0.8133
Epoch 2 Global_step 72000	Train_loss: 0.5554	Eval_GAUC: 0.8137	Eval_AUC: 0.8133
Epoch 2 Global_step 73000	Train_loss: 0.5540	Eval_GAUC: 0.8137	Eval_AUC: 0.8133
Epoch 2 Global_step 74000	Train_loss: 0.5543	Eval_GAUC: 0.8138	Eval_AUC: 0.8134
Epoch 2 Global_step 75000	Train_loss: 0.5527	Eval_GAUC: 0.8139	Eval_AUC: 0.8134
Epoch 2 Global_step 76000	Train_loss: 0.5514	Eval_GAUC: 0.8138	Eval_AUC: 0.8134
Epoch 2 Global_step 77000	Train_loss: 0.5519	Eval_GAUC: 0.8140	Eval_AUC: 0.8134
Epoch 2 Global_step 78000	Train_loss: 0.5492	Eval_GAUC: 0.8139	Eval_AUC: 0.8134
Epoch 2 Global_step 79000	Train_loss: 0.5496	Eval_GAUC: 0.8139	Eval_AUC: 0.8134
Epoch 2 Global_step 80000	Train_loss: 0.5483	Eval_GAUC: 0.8140	Eval_AUC: 0.8134
Epoch 2 Global_step 81000	Train_loss: 0.5493	Eval_GAUC: 0.8139	Eval_AUC: 0.8134
Epoch 2 Global_step 82000	Train_loss: 0.5472	Eval_GAUC: 0.8137	Eval_AUC: 0.8135
Epoch 2 Global_step 83000	Train_loss: 0.5492	Eval_GAUC: 0.8138	Eval_AUC: 0.8135
Epoch 2 Global_step 84000	Train_loss: 0.5488	Eval_GAUC: 0.8140	Eval_AUC: 0.8135
Epoch 2 Global_step 85000	Train_loss: 0.5468	Eval_GAUC: 0.8139	Eval_AUC: 0.8135
Epoch 2 Global_step 86000	Train_loss: 0.5443	Eval_GAUC: 0.8141	Eval_AUC: 0.8136
Epoch 2 Global_step 87000	Train_loss: 0.5449	Eval_GAUC: 0.8141	Eval_AUC: 0.8135
Epoch 2 Global_step 88000	Train_loss: 0.5454	Eval_GAUC: 0.8141	Eval_AUC: 0.8136
Epoch 2 Global_step 89000	Train_loss: 0.5447	Eval_GAUC: 0.8141	Eval_AUC: 0.8136
Epoch 2 Global_step 90000	Train_loss: 0.5449	Eval_GAUC: 0.8142	Eval_AUC: 0.8137
Epoch 2 Global_step 91000	Train_loss: 0.5438	Eval_GAUC: 0.8142	Eval_AUC: 0.8137
Epoch 2 Global_step 92000	Train_loss: 0.5433	Eval_GAUC: 0.8140	Eval_AUC: 0.8138
Epoch 2 Global_step 93000	Train_loss: 0.5422	Eval_GAUC: 0.8140	Eval_AUC: 0.8138
Epoch 2 Global_step 94000	Train_loss: 0.5418	Eval_GAUC: 0.8141	Eval_AUC: 0.8138
Epoch 2 Global_step 95000	Train_loss: 0.5431	Eval_GAUC: 0.8140	Eval_AUC: 0.8138
Epoch 2 DONE	Cost time: 9328.64
Epoch 3 Global_step 96000	Train_loss: 0.3986	Eval_GAUC: 0.8141	Eval_AUC: 0.8137
Epoch 3 Global_step 97000	Train_loss: 0.5373	Eval_GAUC: 0.8141	Eval_AUC: 0.8137
Epoch 3 Global_step 98000	Train_loss: 0.5365	Eval_GAUC: 0.8139	Eval_AUC: 0.8137
Epoch 3 Global_step 99000	Train_loss: 0.5368	Eval_GAUC: 0.8140	Eval_AUC: 0.8137
Epoch 3 Global_step 100000	Train_loss: 0.5406	Eval_GAUC: 0.8140	Eval_AUC: 0.8136
Epoch 3 Global_step 101000	Train_loss: 0.5371	Eval_GAUC: 0.8140	Eval_AUC: 0.8136
Epoch 3 Global_step 102000	Train_loss: 0.5363	Eval_GAUC: 0.8141	Eval_AUC: 0.8137
Epoch 3 Global_step 103000	Train_loss: 0.5397	Eval_GAUC: 0.8140	Eval_AUC: 0.8137
Epoch 3 Global_step 104000	Train_loss: 0.5389	Eval_GAUC: 0.8140	Eval_AUC: 0.8137
Epoch 3 Global_step 105000	Train_loss: 0.5365	Eval_GAUC: 0.8140	Eval_AUC: 0.8137
Epoch 3 Global_step 106000	Train_loss: 0.5386	Eval_GAUC: 0.8140	Eval_AUC: 0.8137
Epoch 3 Global_step 107000	Train_loss: 0.5352	Eval_GAUC: 0.8138	Eval_AUC: 0.8138
Epoch 3 Global_step 108000	Train_loss: 0.5368	Eval_GAUC: 0.8139	Eval_AUC: 0.8137
Epoch 3 Global_step 109000	Train_loss: 0.5349	Eval_GAUC: 0.8139	Eval_AUC: 0.8137
Epoch 3 Global_step 110000	Train_loss: 0.5377	Eval_GAUC: 0.8139	Eval_AUC: 0.8137
Epoch 3 Global_step 111000	Train_loss: 0.5322	Eval_GAUC: 0.8139	Eval_AUC: 0.8138
Epoch 3 Global_step 112000	Train_loss: 0.5340	Eval_GAUC: 0.8140	Eval_AUC: 0.8138
Epoch 3 Global_step 113000	Train_loss: 0.5335	Eval_GAUC: 0.8139	Eval_AUC: 0.8138
Epoch 3 Global_step 114000	Train_loss: 0.5357	Eval_GAUC: 0.8137	Eval_AUC: 0.8138
Epoch 3 Global_step 115000	Train_loss: 0.5342	Eval_GAUC: 0.8139	Eval_AUC: 0.8138
Epoch 3 Global_step 116000	Train_loss: 0.5334	Eval_GAUC: 0.8138	Eval_AUC: 0.8138
Epoch 3 Global_step 117000	Train_loss: 0.5331	Eval_GAUC: 0.8138	Eval_AUC: 0.8139
Epoch 3 Global_step 118000	Train_loss: 0.5341	Eval_GAUC: 0.8139	Eval_AUC: 0.8138
Epoch 3 Global_step 119000	Train_loss: 0.5350	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 3 Global_step 120000	Train_loss: 0.5317	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 3 Global_step 121000	Train_loss: 0.5307	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 3 Global_step 122000	Train_loss: 0.5331	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 3 Global_step 123000	Train_loss: 0.5350	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 3 Global_step 124000	Train_loss: 0.5317	Eval_GAUC: 0.8140	Eval_AUC: 0.8139
Epoch 3 Global_step 125000	Train_loss: 0.5292	Eval_GAUC: 0.8141	Eval_AUC: 0.8140
Epoch 3 Global_step 126000	Train_loss: 0.5317	Eval_GAUC: 0.8141	Eval_AUC: 0.8140
Epoch 3 Global_step 127000	Train_loss: 0.5323	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 3 DONE	Cost time: 12609.04
Epoch 4 Global_step 128000	Train_loss: 0.5222	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 4 Global_step 129000	Train_loss: 0.5270	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 130000	Train_loss: 0.5267	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 131000	Train_loss: 0.5284	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 132000	Train_loss: 0.5269	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 133000	Train_loss: 0.5270	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 134000	Train_loss: 0.5283	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 135000	Train_loss: 0.5258	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 136000	Train_loss: 0.5289	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 137000	Train_loss: 0.5283	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 138000	Train_loss: 0.5236	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 139000	Train_loss: 0.5255	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 140000	Train_loss: 0.5252	Eval_GAUC: 0.8143	Eval_AUC: 0.8139
Epoch 4 Global_step 141000	Train_loss: 0.5286	Eval_GAUC: 0.8144	Eval_AUC: 0.8140
Epoch 4 Global_step 142000	Train_loss: 0.5268	Eval_GAUC: 0.8144	Eval_AUC: 0.8139
Epoch 4 Global_step 143000	Train_loss: 0.5256	Eval_GAUC: 0.8144	Eval_AUC: 0.8139
Epoch 4 Global_step 144000	Train_loss: 0.5255	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 4 Global_step 145000	Train_loss: 0.5270	Eval_GAUC: 0.8141	Eval_AUC: 0.8140
Epoch 4 Global_step 146000	Train_loss: 0.5244	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 147000	Train_loss: 0.5236	Eval_GAUC: 0.8143	Eval_AUC: 0.8140
Epoch 4 Global_step 148000	Train_loss: 0.5245	Eval_GAUC: 0.8142	Eval_AUC: 0.8139
Epoch 4 Global_step 149000	Train_loss: 0.5233	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 4 Global_step 150000	Train_loss: 0.5235	Eval_GAUC: 0.8141	Eval_AUC: 0.8140
Epoch 4 Global_step 151000	Train_loss: 0.5239	Eval_GAUC: 0.8141	Eval_AUC: 0.8139
Epoch 4 Global_step 152000	Train_loss: 0.5222	Eval_GAUC: 0.8144	Eval_AUC: 0.8140
Epoch 4 Global_step 153000	Train_loss: 0.5265	Eval_GAUC: 0.8143	Eval_AUC: 0.8140
Epoch 4 Global_step 154000	Train_loss: 0.5241	Eval_GAUC: 0.8141	Eval_AUC: 0.8140
Epoch 4 Global_step 155000	Train_loss: 0.5239	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 4 Global_step 156000	Train_loss: 0.5257	Eval_GAUC: 0.8142	Eval_AUC: 0.8140
Epoch 4 Global_step 157000	Train_loss: 0.5255	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 4 Global_step 158000	Train_loss: 0.5248	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 4 DONE	Cost time: 15691.46
Epoch 5 Global_step 159000	Train_loss: 0.1217	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 160000	Train_loss: 0.5213	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 161000	Train_loss: 0.5201	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 162000	Train_loss: 0.5208	Eval_GAUC: 0.8141	Eval_AUC: 0.8141
Epoch 5 Global_step 163000	Train_loss: 0.5203	Eval_GAUC: 0.8140	Eval_AUC: 0.8141
Epoch 5 Global_step 164000	Train_loss: 0.5204	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 165000	Train_loss: 0.5183	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 166000	Train_loss: 0.5200	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 167000	Train_loss: 0.5204	Eval_GAUC: 0.8141	Eval_AUC: 0.8141
Epoch 5 Global_step 168000	Train_loss: 0.5191	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 169000	Train_loss: 0.5204	Eval_GAUC: 0.8141	Eval_AUC: 0.8141
Epoch 5 Global_step 170000	Train_loss: 0.5196	Eval_GAUC: 0.8141	Eval_AUC: 0.8141
Epoch 5 Global_step 171000	Train_loss: 0.5184	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 172000	Train_loss: 0.5214	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 173000	Train_loss: 0.5202	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 174000	Train_loss: 0.5185	Eval_GAUC: 0.8141	Eval_AUC: 0.8141
Epoch 5 Global_step 175000	Train_loss: 0.5195	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 176000	Train_loss: 0.5174	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 177000	Train_loss: 0.5215	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 178000	Train_loss: 0.5207	Eval_GAUC: 0.8141	Eval_AUC: 0.8141
Epoch 5 Global_step 179000	Train_loss: 0.5204	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 5 Global_step 180000	Train_loss: 0.5187	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 5 Global_step 181000	Train_loss: 0.5186	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 182000	Train_loss: 0.5186	Eval_GAUC: 0.8142	Eval_AUC: 0.8141
Epoch 5 Global_step 183000	Train_loss: 0.5171	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 184000	Train_loss: 0.5187	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 5 Global_step 185000	Train_loss: 0.5188	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 5 Global_step 186000	Train_loss: 0.5188	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 5 Global_step 187000	Train_loss: 0.5195	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 5 Global_step 188000	Train_loss: 0.5184	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 5 Global_step 189000	Train_loss: 0.5164	Eval_GAUC: 0.8144	Eval_AUC: 0.8142
Epoch 5 Global_step 190000	Train_loss: 0.5189	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 5 DONE	Cost time: 18774.64
Epoch 6 Global_step 191000	Train_loss: 0.2489	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 6 Global_step 192000	Train_loss: 0.5154	Eval_GAUC: 0.8143	Eval_AUC: 0.8142
Epoch 6 Global_step 193000	Train_loss: 0.5138	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 6 Global_step 194000	Train_loss: 0.5189	Eval_GAUC: 0.8143	Eval_AUC: 0.8141
Epoch 6 Global_step 195000	Train_loss: 0.5163	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
Epoch 6 Global_step 196000	Train_loss: 0.5146	Eval_GAUC: 0.8144	Eval_AUC: 0.8141
